text,annotation_34,annotation_5,annotation_20,annotation_4
"I am libertarian on most issues but not this one. In a 40+ year career in health care we had all sorts of mandatory testing, mandatory hepatitis B vaccines, free flu shots, special rules for employees with highly contagious conditions, and special rules for pregnant employees. Some policies were required by licensure rules; all were to protect both the patients and the staff themselves. Covid vaccine is no different. It should be mandatory for returning to the office, and should be backed up by suspension and termination for cause, preventing severance pay and unemployment for those who refuse without a bona fide medical waiver. A few well placed firings will be needed in order to get the point across but we cannot keep the economy hostage to both the disease and failure to get vaccinated.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"While I'm sure some customers wanted to eat out again, ""the nation"" hasn't been clamoring for this. Most potential customers are voted with their feet to save their lives,and are staying home. Some restaurant owners, particularly corporate ones,  wanted to reopen, even if it killed a few people, and government officials were only too happy to value commerce over human lives when given the chance. Keep those campaign contributions coming in from people, and corporations, with money! Forcing workers back into unsafe workplaces, and then lying to say it was their ""choice"", is shameful. So is claiming a business, or workplace, is safe if people kinda sorta wear masks sometimes and sometimes keep six feet away from each other, but not really and not all of the time.",pro-mitigation,anti-mitigation,pro-mitigation,unclear
Many companies have mandatory drug tests for new hires.  Others have periodic drug testing and background checks.  Why not require vaccination for Covid as well?   Why is this such a big deal?,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"The Nashville picture says it all. Unmasked people standing close together under a sign about ""mandatory"" masks. How many dead Americans will it take for people to ""endure"" a minor inconvenience?",pro-mitigation,unclear,anti-mitigation,pro-mitigation
"The headline is a stark reminder that there are a lot of people in our country who are so self-centered that they don't care what havoc they wreak by having their own way--gathering in public places like restaurants and theatres without wearing masks, for example.

""Psychology today"" reported in an article by Bill Eddy, lawyer, therapist, mediator and author, the following:  ""After 30 years as a conflict resolution professional in many settings, I believe that narcissists and sociopaths are an increasing public health problem. The feedback I get from professionals worldwide is that these two personalities seem to be on the rise and the cause of many marital, workplace and criminal problems.""

The Narcissist-in-Chief sets a terrible example to all Americans by his vain and selfish refusal to wear a mask.  It's little wonder that so many have decided to follow his irresponsible actions--do whatever you please, no matter who or what is harmed by your behavior.",pro-mitigation,unclear,pro-mitigation,pro-mitigation
"There needs to be consequences for those who do not get vaccinated - once there is adequate supply and access (full and easy access for all) of vaccinations (vaccine supply and getting vaccine into each arm). Individual freedom to choose whether or not to get vaccinated has to come with responsibility and consequences for not achieving collective herd immunity via vaccinations. Individual rights and risks have to be balanced with our collective, societal needs to contain Covid. Freedom comes with responsibilities.",pro-mitigation,unclear,pro-mitigation,pro-mitigation
"Here in Ireland, where pubs are cultural establishments for us, we are still waiting to reopen fully and it may be sometime yet. Our priorities are kids back to school and health services that were postponed. I hope we can provide support for people in the arts as well because so many performers and musicians rely on the bars for their audience.",unclear,unclear,pro-mitigation,pro-mitigation
"Millions of people have taken the Pfizer and Moderna vaccines without injury or lasting ill effects, providing strong empirical evidence that they are effective and safe.  Even considered safe by the CDC for pregnant women and the immunocompromised (although sadly a vaccine may not work as well for the latter), and likely soon children.  A recent case study in the NYT reported the deaths and infections caused in a KY nursing home by one infected, willfully unvaccinated worker.  How is this different than individuals with HIV who knowingly have unprotected sex and are prosecuted for a crime (or sued)?  If you are in a service industry what gives you the right to choose to elevate your own opinion, indifference, laziness, or religion, and show up to work to infect and very possibly kill others?",pro-mitigation,unclear,unclear,pro-mitigation
"Carrots always beat sticks, but eventually they're going to have to deploy the 2x4 to stragglers, out of concern for the rest of us.  
As they certainly should.",unclear,unclear,unclear,unclear
"I fail to understand why we can't do *outdoor* dining and takeout only. We know that COVID is transmitted by aerosols, which build up in the air when people are maskless. Outside, the air mostly solves this problem. But indoors, when people eat maskless, they build up.

There really shouldn't be INDOOR dining or drinking (or gyms/fitness centers) until there's a vaccine and the people who work at these establishments have been given the option of getting a vaccine. 

We need to avoid maskless people coming together indoors. It's just that simple.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"If you want to go to school, work, fly on an airplane, eat in a restaurant or any other public situation, you need to be vaccinated. Industry is the key to getting these selfish people to do the right thing for the good of the nation.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"For leaders who lied about the deadly coronavirus, like 45, Modi, Bolsonaro, all fascists, large numbers died due to their negligence:  In U.S., we have more than 580,000 dead & 32.55 million confirmed covid infected cases; Globally, there are over 155.22 million confirmed covid cases & 3.24 milliion deaths, according to Johns Hopkins University;these numbers do not include the country wide surges  In India & Brazil;  people are dying so frequently in India some crematoriums' parts have melted because they never stop working, same in Brazil;   Europeans were more willing to get vaccinated because 1. Their leaders did not lie to them that the coronavirus is a hoax;  2.  They have a better understanding of the ""common good"" and are not misled by a leaders' lies & absurdities like ""I love the poorly educated..."" with the unsaid end of that statement ""...because they are so easily fooled"".  The leaders who lie let their people die & in U.S., divided people by encouraging them to believe the virus is a hoax & using that as a measure of their loyalty to cult 45; Does his cult not know he was vaccinated before he left the WH?",pro-mitigation,unclear,pro-mitigation,pro-mitigation
"One key to virus spreading in closed spaces is air circulation. HEPA filters and rapid replacement with fresh air can reduce spreading, but you pretty much have to take your mask off to eat. If you sitting 'downstream' from a virus spreader, good luck. Caveat eater.",unclear,unclear,pro-mitigation,unclear
"Done with masks here in Florida. Fully vaccinated and comfortable everywhere without a mask. If you follow scientific evidence, chances of anything serious from the Delta are less of anything serious from a flu to a vaccinated person. Don't care about that risk.

Chances of mask mandates happening again in the vast majority of US are zero. Mainly because infections.might go up, but not deaths. Get vaccinated and live your life. No need to fear monger.",anti-mitigation,unclear,anti-mitigation,pro-mitigation
"Where is the Whitehouse leadership (science-based decision making?)?  The WH has not protected business leaders, overruled state anti-vax Governors (FL) or used its ample authority to set the example for the country - 
Vaccines required for plane, train or interstate bus travel
Anyone in receipt of federal funds (K12, higher, state/local gov)
Federal employees including the military should be required to be vaccinated
Federal contractors
Time for President Biden to be counted instead of sending worrying about other countries - stop the platitudes and take action",pro-mitigation,unclear,pro-mitigation,pro-mitigation
Some Americans are not comfortable dealing with the federal government as they dont want to get kicked out of the country (50% of Hispanics may not get the vaccine). So the vaccine is not just a political issue (Republicans are part of the vaccine against group).  Some Americans just do not trust the federal government and wont get the vaccine on that basis.  My Sister in Law thinks the whole process was rushed and is not comfortable with the getting the vaccine (for example). Some folks think this is only a Trump issue.  It is more complex that that..,anti-mitigation,unclear,anti-mitigation,unclear
"See statistics, the summer is there, contamination is lower than ever, very hot weather and sun make very uncomfortable wearing a mask outside or inside.

You should trust more the vaccine than masks, because this is the vaccine (combined with Ultraviolet (UV) who stopped the pandemy, quarantines and masks failed to erase the virus or protect against any new variant.

if you impose masks to vaccinated people they won't trust anymore in vaccination, this is surely not the thing to do.

The priority is vaccination, because even if you catch the virus while vaccinated the effect won't be deadly unless you're already ill of soemthing else with a weak health.",unclear,pro-mitigation,pro-mitigation,pro-mitigation
"If Pearl Harbor we’re attacked this afternoon and war was declared, given where we are as a nation and a people, we’d lose...big!",unclear,unclear,unclear,unclear
"I haven’t stopped wearing a mask indoors (actually two, to hopefully protect myself).

I have no doubt that there is a large overlap between the anti-mask crowd and the anti-vaccination crowd. I’m not willing to trust that all the strangers without masks are vaccinated or that they’ve spent the last year taking any precautions.",pro-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
"I’m more than OK with Americans who have a problem with the vaccine. Heck, let all of them refuse it! There’s many more in need out in the world who are currently dying, waiting for the privileged to decide whether it’s safe or not to take the shot. Less demand in the US == more supply available to the world. Everyone’s happy!",unclear,anti-mitigation,pro-mitigation,anti-mitigation
"All this moaning about rights. 

Doesn’t anyone believe in a duty to others anymore? 

I guess when a President can ask “What was in it for them?” while touring a military cemetery and STILL get tens of millions of votes from “patriots,” we can see that “duty” is for suckers.

This is how societies fall apart, when it’s everybody for themselves.",pro-mitigation,unclear,unclear,unclear
"Our workplace has already announced that vaccines will be required for all five hundred or so employees, except with religious or medical exception. We need to be two weeks past the final shot by the time offices fully reopen in July. (I’ve already uploaded my own documentation to our HR system.) There has been some complaining, but HR tells me that they expect only about 1% will refuse and resign.",unclear,unclear,pro-mitigation,unclear
"If you can get fined for not wearing a seat belt or texting while driving, then you should be fined for not getting vaccinated.  There is no difference. There are millions that are too stupid to take care of themselves; bless their hearts.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Glad to hear that vaccinated individuals are resistant to the Delta variant - think our luck will hold down through Omega? I'm not holding my breath. I'm going to do everything I can personally to keep the spread at a minimum and I hope to God that this administration does everything in its power to make it absolutely painful to be unvaccinated in this country.,pro-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
"I’m old enough to have known people crippled by polio. There’s a reason our society makes it incredibly difficult to send your kid to school without a whole schedule of vaccines, and it isn’t government overreach. Many Americans are so outrageously self absorbed that they view any laws necessary for living in an organized society as an affront to their personal sovereignty.",pro-mitigation,unclear,pro-mitigation,unclear
"Intermountain Healthcare of Utah requires all its employees to get a flu shot every year, and that’s only one of the demands it makes as employees and applicants are also subject to random drug testing that includes nicotine, the active ingredient in tobacco. So a private company does in fact have a right to control workers’ off-duty activities to the extent these relate in any way to performance or safety on the job, as limited by any employment or union contract that might govern the relationship.

The issue here isn’t whether firms can, or even should, in general. But the Covid vaccines are still experimental, being given under FDA Emergency Use Authorizations in no way equivalent to the FDA approval that comes only after years of clinical trial information. This isn’t like the well-established flu shots at Intermountain, or the MMR vaccines kids need to attend school. Although I haven’t heard any news suggesting the FDA will decline to approve any of the Covid shots now under EUAs, the idea of mandating them ahead of approval breaks new ground, ethically and legally.

So persuasion is the best course for now. We don’t want to open the door to a nightmare in which people are coerced into receiving an unapproved pharmaceutical that later turns out dangerous. Such an incident would destroy the FDA’s credibility forever even if it weren’t responsible for the decisions to mandate. Friedman & Hirsch overlook the difference between an EUA and a full approval.",anti-mitigation,pro-mitigation,unclear,anti-mitigation
"For those in the health field, it should be mandatory. 

If you're working with ill people, why should you be allowed to possibly pass on a virus that could kill them?

I can see lots of personal injury/malpractice lawsuits coming from those circumstances. 

I'm sure there's lots of lawyers just itching to create a new set of legal precedents over the idea.

Increasing insurance costs yet again for doctors, nurses and others in the field.

Adding to the costs of health care once again-just what we all need.

Simple solution: get vaccinated.",pro-mitigation,pro-mitigation,unclear,pro-mitigation
"Employers should also be thinking about the risk unvaccinated employees bring for their colleagues and customers. If I'm forced to work in person and am infected by a colleague who refused to vaccinated for personal reasons, I would hold both that individual AND my employer accountable for not providing a safe working environment. 

Mandating vaccines is the right thing to do for our SHARED future. American individualism needs to see itself out the door here if we ever want COVID out of our lives.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"What about people who have already had the virus and have developed antibodies naturally?

This is just as good as having the vaccination, and many scientists think it is even better, as you have been exposed to the whole virus.

A positive antibody test should count as much as having the vaccination.",anti-mitigation,unclear,pro-mitigation,unclear
"In the USA we are already divided by wealth, religion, and race. Vaccination status may turn out to be yet another way of separating us into different groups if the reports one reads about vaccinnated people preferring only the company of other vaccinated people are true. Additionally, businesses such as theaters permitting only vaccinated customers will only add to this. As I believe as many people as possible should be vaccinated I think mixtures of coercion and monetary gain are justified.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Masks were the LEAST oppressive part of this pandemic.  

I got no colds, no flu, and no COVID.

The only reason people are opposing masks and vaccines is because they hate the thinking half of the country that is willing to endure a minimal amount of discomfort for themselves, their families, and for the community.

Preventative measures and vaccines were a gift that saved lives. 

I almost root for the virus to become more deadly to the anti-vaccine, anti-mask crowd.   These stubborn, selfish people are wrecking everything for everyone else.  There's more than one way to get to herd immunity.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"What is so hard to understand about a policy of ""No Mask Requirement with Proof of Vaccination"" ?

If you don't want to vax you don't get fired, but you just need to mask up. I don't think that violates anyone's Constitutional rights.",pro-mitigation,pro-mitigation,anti-mitigation,unclear
"I suspect that most, and almost certainly all, anti-vaccers use good hygiene (i.e. wash their hands) after using the bathroom and they do it so they don’t get sick and get others sick with E. coli and other pathogens. Vaccines utilize the same desired outcomes. Makes me wonder why anti-vaccers continue to use good post bathroom hygiene if they don’t care about their health and the health of others? Maybe ask the next anti-vaccer that you encounter that query.",pro-mitigation,pro-mitigation,unclear,pro-mitigation
"soon covid19 will be known in the usa as the trump virus, as only trump supporters (and uneducated- often the same crowd) will need hospitalization from it.  i just hope that they have private insurance.",unclear,unclear,anti-mitigation,unclear
"Obviously more Big Brother. Companies requiriig vacccines would be way over the line and surely illegal as a condition of employment. Everyone just stop and breathe deeply. Case counts are plummeting, as are hospitalizations and deaths. We have obviously reached herd immunity or are on the verge.",anti-mitigation,unclear,anti-mitigation,anti-mitigation
"Not even half of this country is fully vaccinated.

The Delta variant has been gaining momentum since March.

Every medical professional I work with thought the discarding of wearing a face mask, even when fully vaccinated was a huge mistake and the lax precautions were reckless.

I understand why people are tried of these precautions.  Who isn't.  But the fact remains that the Delta variant isn't going away. And it is a very aggressive, highly contagious virus.

Please wear a mask. 

Please get vaccinated.

Lives truly are at risk.

Thank you.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"The longer we drag this on, the more likely we are to keep seeing new deadlier and more contagious variants. Get vaccinated and wear a mask if you want to keep doing fun things. The virus needs bodies in which to mutate and create these new forms. The more we get vaccinated and wear masks, the less opportunity we give it to do so and the more we can enjoy our lives. Covid doesn’t go away just becuase you are tired of it.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Interesting that CEOs are worried about the privacy of their employees when it comes to vaccination but they have no qualms about taking their blood and urine to see if they take drugs on their own time. If you have to prove you're not a drug addict before you get a job, why shouldn't you have to prove that you're not a disease vector before you get a job or sitting in an office with other people?",pro-mitigation,pro-mitigation,anti-mitigation,pro-mitigation
"I'm rapidly arriving at the opinion that we need another lockdown. Give everyone enough funds to survive for three weeks and time to prepare. Then, unless you are *truly* essential, you are ticketed massively for being out at all. It will be awful; but so is this.",pro-mitigation,pro-mitigation,anti-mitigation,pro-mitigation
"The world we live in is different  and riskier than the one we lived in in 2019 and before. Today's choice is this: get a Covid  vaccine, or continue to live in a pandemic world with a mutating virus, a  lower life expectancy and higher risk of long-term disability. The choice is not between   1) a vaccine  and 2) a return to the old world.  These are riskier times, and we have to get a grip on it and adjust. Sure be nice if we get this pandemic under control before the next one hits.",pro-mitigation,pro-mitigation,unclear,pro-mitigation
"Get a vaccine or get a pink slip.  
There is no playing games with this issue!!  COVID-19 kills people.  We now have a vaccine that protects you and the people around you from contracting COVID, falling ill, and possibly dying.  Get the vaccine, or find a job working from home.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
